rainfall_mm,temperature_celsius,pH,turbidity_NTU,coliform_count_per100ml,dissolved_oxygen_mg_L,total_dissolved_solids_mg_L,month,district_encoded,season_encoded,cases_last_month,cases_2_months_ago,rainfall_last_month
-1.2231052003788856,-1.0680213829031369,1.2693117127063327,-0.5239888185781986,0.8515936854339751,-0.3194662272117596,0.6839603706331814,-1.013889554129062,0.43452409462674085,0.6488856845230502,-0.8454035818537358,-0.8236800771689579,-0.5929544428598106
0.3671682818733964,0.17252448622852506,0.5839649767420507,-0.2130881566296084,0.7705508369799678,1.1530273369827495,-1.2915411934317051,0.7242068243779014,1.013889554129062,-0.324442842261525,-0.44708554172291953,-0.44235477970427506,-0.3832609177724932
-1.1379634265118148,0.9863225763788946,-1.060867189572222,-0.8115972485241255,0.45003002192312797,0.16219054612289271,1.1867363730918932,-0.7242068243779014,0.14484136487558028,0.6488856845230502,0.4188232411701591,-0.052739801859925314,-1.1887201594127568
-0.41818261943255036,0.9937658515936849,0.8276438161960173,-0.5817130457152332,-0.5748577961234654,1.201193014316215,-1.5488513575915765,0.7242068243779014,1.5932550136313832,-0.324442842261525,-0.4644037173807811,0.07989508421474695,0.6859159441588816
-0.6050573879785953,-1.1647839606954067,0.005227733038880922,-1.0303416882013094,-0.12904911805124156,1.2906435579355082,1.257663391884341,-1.013889554129062,-1.5932550136313832,0.6488856845230502,-0.24792652165751147,0.8093869576254444,-0.5768472589194202
-0.8978377935634941,0.604234448686343,0.17275693516348326,0.072494861837826,0.05781184003580616,-1.2758989628334276,0.9775676624316954,-0.43452409462674085,0.43452409462674085,0.6488856845230502,0.020505201039342936,0.33687517598442446,-0.7313161533539708
0.3113343531531001,0.33131435747737703,1.3302314225698229,0.6456863102511876,-0.9056489060894918,-0.2024924394019154,-0.08418410566211497,0.43452409462674085,-0.14484136487558028,-0.324442842261525,-0.7328354400776356,0.19595060953008517,0.21630649436886798
-0.014727842683220837,0.19733540361115776,-0.2232211789492117,0.21731178255003605,-0.05516140396524566,-1.5167273495007538,1.2635334536747054,-0.14484136487558028,-0.14484136487558028,-0.324442842261525,-0.4644037173807811,0.5192481443370988,-0.7170097725870404
-0.5561778631914321,1.0706796954798485,0.6296547591396698,-0.33056202238217014,-1.3327666209146654,1.6140416771744885,0.8340116542685273,-0.43452409462674085,1.3035722838802226,0.6488856845230502,-0.10938111639461887,-1.2464537765319756,-0.7164095048625538
0.4264794125602592,-1.4153742262600026,1.6652898268190277,0.8725323958423414,-0.9150430620964728,-1.6612243815011496,1.0322391254969812,0.14484136487558028,-1.5932550136313832,-0.324442842261525,1.7436636789965696,-1.2381640961523086,0.3748772182540772
-0.25515152151438975,-0.6685656130427419,-0.4973598733349247,0.5302378559771186,-1.1697074363375337,1.6002800550792131,1.2062916676952955,0.14484136487558028,-1.3035722838802226,-0.324442842261525,0.791164017814183,-0.9977633651419652,0.2567245211509656
2.257375270898943,-0.9464478877282343,-1.5329949410142811,1.560159592790526,0.21955681625962958,1.4833062672693689,0.45843190196551864,1.013889554129062,0.14484136487558028,-1.2977713690461001,-1.3562897637606521,1.149263853191792,-0.06591938076057968
-0.2367720254053955,1.5048707496759302,-0.619199293061908,1.4416730212987183,0.14274863916628225,0.49246947640951205,0.08566561123067294,0.14484136487558028,0.14484136487558028,-0.324442842261525,1.3107092875500301,-1.0392117670403003,0.0318242137099876
0.5386440131389328,-0.2691098431823469,-0.19276132401746654,0.6629023078183736,1.0532516560916039,-0.8699311110227919,0.4969520115839444,0.43452409462674085,0.7242068243779014,-0.324442842261525,-0.33451739994681934,0.3700338975030925,0.14597512598318851
0.17492868743607742,0.5198773295853909,0.29459635489046654,-0.12498275731518718,0.4337727778488705,-0.8355270557846018,0.9434240485859672,1.3035722838802226,-1.013889554129062,-1.2977713690461001,0.3495505385387128,-0.7490729537519547,1.7009686662657146
-0.8647547005673044,-1.4203364097365292,0.40120584715157587,-0.9817318127174908,0.41221002597792467,1.1323849038398364,1.600106819051211,-0.43452409462674085,0.14484136487558028,0.6488856845230502,0.25430057242047416,0.44464102092009566,-1.1105853106087515
1.40238098163405,0.25191942185295146,0.17275693516348326,1.5763628846184659,-0.7662941462553639,-0.8148846226416886,1.015809899302648,1.3035722838802226,-1.013889554129062,-1.2977713690461001,2.0380726651802163,-0.019581080341257252,1.451557426741534
0.23741897420665806,0.15515684406068173,0.7667241063325256,-1.3088357664940204,-1.3528204668984798,-0.8286462447369641,-1.246039531033024,0.7242068243779014,1.3035722838802226,-0.324442842261525,1.0595957405110374,-0.384327017046606,0.6244885470197531
-1.0255007800502927,-1.1101999424536138,-0.9237978423793661,-1.050595802986234,-0.27959898608021705,0.2516410897421853,1.4820109013752443,-1.3035722838802226,-0.43452409462674085,1.6222142113076254,-0.6202672983015353,-0.027870760720924266,-0.644077244061919
0.5978557951981792,-0.646235787398372,-1.7919037079341202,-0.7083012631210109,-0.8543947803104709,0.5956816421240801,0.40094697733207024,-0.14484136487558028,1.013889554129062,-0.324442842261525,1.0682548283399682,0.02186732155707783,-0.6381746114378007
-1.2106866219268624,-1.5543153636027485,-0.2232211789492117,0.3874463467434013,0.6106554873274668,-1.3859919395956342,0.06975739643785138,-1.013889554129062,-1.3035722838802226,0.6488856845230502,-0.25658560948644227,-0.3511682955279379,-1.0521592520920564
0.61424831875485,0.013734614979672197,0.675344541537289,-1.3858014026767334,-1.5009366157546626,-1.4203959948338236,0.0603791912106421,1.013889554129062,0.7242068243779014,-1.2977713690461001,-0.7068581765908432,0.9917599259781188,0.36037074824565096
-0.46040578616942923,-0.7628470990967479,-0.26891096134683073,-1.0708499177711583,1.4541825526175247,0.9534838166012511,-0.8683062649371005,-0.14484136487558028,0.14484136487558028,-0.324442842261525,-1.00126716277449,-0.7324935929926206,-1.0526594751957952
0.5831521983109839,0.8275327051300417,0.8428737436618898,-0.8753977100966374,-0.14204517843395603,0.4443037990760466,0.8742337344652243,0.7242068243779014,0.7242068243779014,-0.324442842261525,0.8258003691299062,-0.6495967891959505,0.055034565723469514
-1.1967778140605965,0.7754297786265117,-0.20799125148333913,-1.352382113281608,0.17813491593869255,-1.571773837881857,1.222373552955288,-0.43452409462674085,1.5932550136313832,0.6488856845230502,-1.3736079394185137,-1.0806601689386353,-0.6339727373663946
-0.5744580106728101,-0.08550905455086127,-0.7714985677206364,-0.23131685993604037,-1.2713395489933699,0.416780554885495,0.1742028153942136,-1.3035722838802226,-1.3035722838802226,1.6222142113076254,0.4448005046569515,1.547168511415809,-0.7044041503728219
-1.0804405711220433,-0.9613344381578139,-1.1217868994357136,-1.2926324746660809,-0.7868834104571927,1.3663324794595246,0.8914618448085416,-0.43452409462674085,0.14484136487558028,0.6488856845230502,-0.8107672305380126,0.11305380573341502,-0.7194108434849867
-1.1015024801766744,1.663660620924783,-1.274086174094442,-0.589814691629203,-1.336076478989664,1.7447770870796095,-0.05584108541988265,-1.013889554129062,-1.5932550136313832,0.6488856845230502,-1.364948851589583,-0.6330174284366165,-0.5593394502885612
-0.22037950184872482,-0.15497962322223374,0.29459635489046654,-1.3361788214536685,0.42520608636063917,1.696611409746144,-1.1398574074049561,0.43452409462674085,-0.7242068243779014,-0.324442842261525,1.3540047266946842,-0.16050564679559653,0.67971317767252
2.127924009115053,-1.5940128314149618,0.492585411946814,1.857895080128915,0.096507974883215,-1.4479192390243751,-1.531623247248259,1.3035722838802226,-1.5932550136313832,-1.2977713690461001,1.1288684431424836,0.4363513405404286,1.2046473027360478
0.21446944122731917,0.5967911734715527,-1.5482248684801538,0.4269418705740036,1.4720947257292816,0.17595216821816884,0.684238243380654,0.7242068243779014,1.5932550136313832,-0.324442842261525,-0.3604946634336117,0.8093869576254444,0.6912183090585129
-1.205619841918437,-0.9439667959899706,-0.8019584226523829,0.13528261767109184,-1.5157823027087,-0.2781813609259325,1.4093471779110904,-0.43452409462674085,0.43452409462674085,0.6488856845230502,-0.4124491904071964,-0.0030017195819232183,-0.8238574275456544
